priority,address_id,territory,street,house_number,destination_lat,destination_lon,router_distance_km,router_duration_min,snap_distance_m,detour_factor,coverage_level,best_control_id,anomaly_reasons,expected_information_gain,recommended_manual_action,owner_review_required
HIGH,n2459417271,Парканы,улица Фрунзе,24б,46.83554,29.5226,4.1353,5.162,8.89,1.264,WEAK_COVERAGE,MY-022,SNAPPED_STREET_NAME_MISMATCH;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
CRITICAL,n2459459685,Парканы,улица Пушкина,72,46.8288,29.51517,4.0393,5.038,15.86,1.617,STRONG_COVERAGE,MY-028,ADDRESS_ANCHOR_DISAGREEMENT,tests an unresolved failure or unique network branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2459596445,Парканы,Садовая улица,48,46.84088,29.50717,4.0253,5.693,18.62,1.530,WEAK_COVERAGE,MY-033,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2459596447,Парканы,Садовая улица,52,46.84124,29.50746,3.9799,5.585,13.78,1.488,WEAK_COVERAGE,MY-033,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459596478,Парканы,Садовая улица,59,46.84097,29.50687,4.0302,5.705,5.85,1.537,WEAK_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459596483,Парканы,Садовая улица,69,46.84183,29.5073,4.0140,5.777,9.99,1.479,WEAK_COVERAGE,MY-027,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459596484,Парканы,Садовая улица,71,46.84196,29.50724,4.0537,5.792,8.40,1.490,WEAK_COVERAGE,MY-027,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459596490,Парканы,Садовая улица,81,46.84267,29.50686,4.1202,5.917,7.69,1.492,WEAK_COVERAGE,MY-027,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459596495,Парканы,Садовая улица,87,46.84327,29.5066,4.1897,6.083,6.39,1.497,WEAK_COVERAGE,MY-027,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459596513,Парканы,Садовая улица,121,46.84575,29.50533,5.3620,6.782,19.88,1.811,WEAK_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2459596516,Парканы,Садовая улица,60,46.84298,29.50697,4.1505,5.990,10.72,1.486,WEAK_COVERAGE,MY-027,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2459596529,Парканы,Садовая улица,86,46.84582,29.50558,5.3607,6.780,0.72,1.800,WEAK_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459596559,Парканы,улица Петра Николаева,235,46.86147,29.50106,6.7694,7.820,14.43,1.540,STRONG_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459682659,Парканы,улица Петра Николаева,30,46.84539,29.50748,4.4283,6.673,6.73,1.464,PARTIAL_COVERAGE,MY-027,PARTIAL_COVERAGE;STREET_DISTANCE_CONTINUITY_OUTLIER,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2459682670,Парканы,улица Петра Николаева,11,46.84417,29.50811,4.2854,6.330,11.06,1.453,PARTIAL_COVERAGE,MY-027,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2459682676,Парканы,улица Петра Николаева,23,46.84527,29.50732,4.4218,6.658,10.16,1.470,PARTIAL_COVERAGE,MY-027,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459682716,Парканы,улица Петра Николаева,116,46.85507,29.50291,6.2061,7.293,10.26,1.642,STRONG_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459721898,Парканы,улица Петра Николаева,39,46.84688,29.50622,5.1822,6.275,13.83,1.670,STRONG_COVERAGE,MY-027,HOUSE_NUMBER_DISAGREEMENT;STRONG_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2459760162,Парканы,улица Чехова,1а,46.84229,29.50764,4.0224,5.755,9.45,1.453,WEAK_COVERAGE,MY-027,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459760167,Парканы,улица Чехова,9,46.84265,29.50828,4.0599,5.723,8.57,1.434,WEAK_COVERAGE,MY-033,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459760228,Парканы,улица Кирова,41,46.84973,29.50855,5.3243,6.392,20.95,1.537,WEAK_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2459760235,Парканы,улица Кирова,47,46.85046,29.50798,5.4169,6.613,19.24,1.544,WEAK_COVERAGE,MY-027,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2459760237,Парканы,улица Кирова,51,46.85093,29.50761,5.4757,6.755,18.41,1.548,WEAK_COVERAGE,MY-027,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459760239,Парканы,улица Кирова,55,46.85136,29.5073,5.5290,6.883,16.64,1.550,WEAK_COVERAGE,MY-027,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459760240,Парканы,улица Кирова,57,46.85155,29.50717,5.5523,6.940,15.44,1.551,WEAK_COVERAGE,MY-027,STREET_DISTANCE_CONTINUITY_OUTLIER;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459760251,Парканы,улица Романенко,15,46.84815,29.51443,5.6219,6.818,21.09,1.562,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE;STREET_DISTANCE_CONTINUITY_OUTLIER,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2459760252,Парканы,улица Романенко,17,46.84827,29.5143,5.6054,6.778,22.22,1.556,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
CRITICAL,n2459760263,Парканы,улица Романенко,14,46.84806,29.51491,5.1822,6.793,4.34,1.433,STRONG_COVERAGE,MY-029,ADDRESS_ANCHOR_DISAGREEMENT,tests an unresolved failure or unique network branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2459760264,Парканы,улица Романенко,16,46.84834,29.51502,5.6282,6.833,28.20,1.544,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2459780628,Парканы,улица Романенко,59,46.85264,29.511,5.8405,7.410,20.36,1.522,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2459780634,Парканы,улица Романенко,69,46.85359,29.51027,6.1071,7.493,26.10,1.568,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2459780656,Парканы,улица Романенко,105,46.85698,29.50839,6.4902,8.140,11.59,1.563,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2459858316,Парканы,улица Романенко,127,46.85901,29.50784,6.5864,8.423,17.62,1.519,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2459858325,Парканы,улица Романенко,145,46.86062,29.50753,6.7670,8.858,22.46,1.508,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2459858326,Парканы,улица Романенко,147,46.86078,29.50753,6.7847,8.900,20.55,1.507,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2459858338,Парканы,улица Романенко,171,46.86327,29.50712,7.1089,8.132,20.76,1.498,STRONG_COVERAGE,MY-030,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2459893781,Парканы,улица Романенко,102,46.85679,29.5088,6.3353,8.085,11.54,1.527,PARTIAL_COVERAGE,MY-029,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
CRITICAL,n2460033782,Парканы,улица Свердлова,53,46.86074,29.50932,7.5746,9.287,10.07,1.662,STRONG_COVERAGE,MY-031,ADDRESS_ANCHOR_DISAGREEMENT,tests an unresolved failure or unique network branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2460033783,Парканы,улица Свердлова,51,46.86056,29.50936,6.8857,9.255,10.54,1.517,PARTIAL_COVERAGE,MY-031,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2460033795,Парканы,улица Свердлова,23,46.85753,29.51005,6.6402,8.610,17.64,1.557,PARTIAL_COVERAGE,MY-031,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2460033807,Парканы,улица Свердлова,1а,46.85393,29.51095,6.1983,7.853,18.11,1.567,PARTIAL_COVERAGE,MY-031,PARTIAL_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,n2460033835,Парканы,улица Свердлова,60,46.85828,29.51039,6.6224,8.623,22.30,1.522,PARTIAL_COVERAGE,MY-032,PARTIAL_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
CRITICAL,n2460035283,Парканы,улица Свердлова,98,46.86077,29.50958,7.5748,9.287,10.07,1.658,STRONG_COVERAGE,MY-032,ADDRESS_ANCHOR_DISAGREEMENT,tests an unresolved failure or unique network branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
CRITICAL,n2460035286,Парканы,улица Свердлова,100,46.8609,29.50956,7.5602,9.252,11.06,1.650,STRONG_COVERAGE,MY-030,ADDRESS_ANCHOR_DISAGREEMENT,tests an unresolved failure or unique network branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2460055548,Парканы,улица Дружбы,27,46.86081,29.5117,6.8902,9.050,10.43,1.483,WEAK_COVERAGE,MY-032,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2460293612,Парканы,улица Русакова,32,46.84794,29.51929,5.4476,7.022,18.07,1.420,WEAK_COVERAGE,MY-029,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2460690890,Парканы,улица Русакова,45,46.84976,29.51787,5.5993,7.423,26.36,1.433,WEAK_COVERAGE,MY-029,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2460690893,Парканы,улица Русакова,47,46.84992,29.51783,5.9294,7.455,28.43,1.513,WEAK_COVERAGE,MY-029,STREET_DISTANCE_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2460690927,Парканы,улица Русакова,62,46.8498,29.51832,5.6019,7.428,8.18,1.424,WEAK_COVERAGE,MY-029,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2460702943,Парканы,улица Русакова,169,46.85643,29.51721,6.4398,8.683,15.27,1.447,WEAK_COVERAGE,MY-032,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2460744688,Парканы,улица Ковалёва,2,46.85084,29.51682,5.7411,7.012,16.73,1.456,WEAK_COVERAGE,MY-029,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2460744707,Парканы,улица Ковалёва,96,46.85652,29.5156,6.3809,8.548,12.96,1.454,WEAK_COVERAGE,MY-032,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2460744718,Парканы,улица Благоева,6,46.8372,29.51295,3.6505,4.352,28.56,1.347,WEAK_COVERAGE,MY-033,SNAPPED_STREET_NAME_MISMATCH;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n2460744721,Парканы,улица Благоева,8,46.83725,29.51315,3.6666,4.367,27.64,1.346,WEAK_COVERAGE,MY-033,SNAPPED_STREET_NAME_MISMATCH;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n2460744731,Парканы,улица Гоголя,14,46.83742,29.51395,3.7290,4.425,29.09,1.338,WEAK_COVERAGE,MY-033,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n2460744760,Парканы,улица Гоголя,68,46.83887,29.52063,4.2664,5.000,12.80,1.291,STRONG_COVERAGE,MY-033,STREET_DURATION_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n3464331849,Парканы,улица Карла Маркса,25a,46.83566,29.52206,4.1045,5.195,11.54,1.267,WEAK_COVERAGE,MY-022,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n3585409145,Бендеры,площадь Освобождения,17,46.82371,29.48204,0.1947,0.557,44.84,2.289,UNCOVERED,MY-068,DESTINATION_SNAP_GT30M;UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n4162783293,Бендеры,улица 50 лет ВЛКСМ,7а,46.82872,29.45612,5.9910,6.952,9.03,2.820,WEAK_COVERAGE,MY-084,LOCAL_CORRIDOR_DISCONTINUITY;STREET_DISTANCE_CONTINUITY_OUTLIER;UNIQUE_TERMINAL_BRANCH;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n4162783497,Бендеры,улица Добродеева,122,46.82221,29.4611,4.8330,5.065,11.79,2.866,STRONG_COVERAGE,MY-085,SNAPPED_STREET_NAME_MISMATCH;STRONG_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n4167041986,Бендеры,улица Кавриаго,7,46.81903,29.47468,1.2741,1.725,22.46,1.518,UNCOVERED,MY-065,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n4243940691,Бендеры,Советская улица,5А,46.82794,29.4847,1.2375,2.343,38.59,2.650,UNCOVERED,MY-025,DESTINATION_SNAP_GT30M;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n4243991698,Бендеры,улица Сергея Лазо,26в,46.82485,29.4844,0.9829,1.633,14.36,6.787,WEAK_COVERAGE,MY-033,ROBUST_HIGH_DETOUR_FACTOR;ROUTE_STREET_LOOP;SNAPPED_STREET_NAME_MISMATCH;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n4259963192,Бендеры,улица Калинина,28,46.82711,29.48109,1.3480,2.027,46.73,3.445,UNCOVERED,MY-066,DESTINATION_SNAP_GT30M;UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,n4552708935,Протягайловка,Первомайская улица,107,46.83434,29.43792,7.3788,10.310,20.76,2.032,STRONG_COVERAGE,MY-040,STREET_DISTANCE_CONTINUITY_OUTLIER;STRONG_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,n4586898394,Бендеры,улица Ленина,23б,46.82249,29.48549,0.4111,0.713,14.11,1.735,WEAK_COVERAGE,MY-025,SNAPPED_STREET_NAME_MISMATCH;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,n4682684591,Гиска,улица Ткаченко,10,46.77618,29.43917,6.9523,8.463,12.76,1.109,UNCOVERED,MY-008,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
